datetime,avg_price,min_price,max_price,volume,item,date,time,avg_price_7d
2025-06-09 00:00:00+00:00,62.5,55,70,59,Ivara,2025-06-09,00:00:00,61.57142857142857
2025-06-10 00:00:00+00:00,62.5,55,70,59,Ivara,2025-06-10,00:00:00,62.214285714285715
2025-06-11 00:00:00+00:00,59.5,54,65,66,Ivara,2025-06-11,00:00:00,62.285714285714285
2025-06-12 00:00:00+00:00,59.5,50,69,62,Ivara,2025-06-12,00:00:00,61.857142857142854
2025-06-13 00:00:00+00:00,60.0,50,70,74,Ivara,2025-06-13,00:00:00,61.5
2025-06-14 00:00:00+00:00,58.5,52,65,64,Ivara,2025-06-14,00:00:00,60.92857142857143
2025-06-15 00:00:00+00:00,55.5,46,65,69,Ivara,2025-06-15,00:00:00,59.714285714285715
2025-06-16 00:00:00+00:00,60.0,55,65,58,Ivara,2025-06-16,00:00:00,59.357142857142854
2025-06-17 00:00:00+00:00,60.0,50,70,62,Ivara,2025-06-17,00:00:00,59.0
2025-06-18 00:00:00+00:00,62.5,55,70,65,Ivara,2025-06-18,00:00:00,59.42857142857143
2025-06-19 00:00:00+00:00,60.0,55,65,46,Ivara,2025-06-19,00:00:00,59.5
2025-06-20 00:00:00+00:00,60.0,58,62,44,Ivara,2025-06-20,00:00:00,59.5
2025-06-21 00:00:00+00:00,60.0,55,65,72,Ivara,2025-06-21,00:00:00,59.714285714285715
2025-06-22 00:00:00+00:00,60.0,55,65,59,Ivara,2025-06-22,00:00:00,60.357142857142854
2025-06-23 00:00:00+00:00,60.0,55,65,55,Ivara,2025-06-23,00:00:00,60.357142857142854
2025-06-24 00:00:00+00:00,58.5,57,60,41,Ivara,2025-06-24,00:00:00,60.142857142857146
2025-06-25 00:00:00+00:00,60.0,55,65,48,Ivara,2025-06-25,00:00:00,59.785714285714285
2025-06-26 00:00:00+00:00,59.0,58,60,32,Ivara,2025-06-26,00:00:00,59.642857142857146
2025-06-27 00:00:00+00:00,59.0,58,60,41,Ivara,2025-06-27,00:00:00,59.5
2025-06-28 00:00:00+00:00,58.5,57,60,50,Ivara,2025-06-28,00:00:00,59.285714285714285
2025-06-29 00:00:00+00:00,59.0,58,60,49,Ivara,2025-06-29,00:00:00,59.142857142857146
2025-06-30 00:00:00+00:00,59.5,56,63,38,Ivara,2025-06-30,00:00:00,59.07142857142857
2025-07-01 00:00:00+00:00,58.5,57,60,52,Ivara,2025-07-01,00:00:00,59.07142857142857
2025-07-02 00:00:00+00:00,52.5,25,80,58,Ivara,2025-07-02,00:00:00,58.0
2025-04-05 00:00:00+00:00,70.0,65,75,156,Khora,2025-04-05,00:00:00,70.0
2025-04-06 00:00:00+00:00,70.0,65,75,168,Khora,2025-04-06,00:00:00,70.0
2025-04-07 00:00:00+00:00,70.0,65,75,117,Khora,2025-04-07,00:00:00,70.0
2025-04-08 00:00:00+00:00,72.0,65,79,131,Khora,2025-04-08,00:00:00,70.5
2025-04-09 00:00:00+00:00,70.0,65,75,111,Khora,2025-04-09,00:00:00,70.4
2025-04-10 00:00:00+00:00,70.0,65,75,120,Khora,2025-04-10,00:00:00,70.33333333333333
2025-04-11 00:00:00+00:00,70.0,68,72,92,Khora,2025-04-11,00:00:00,70.28571428571429
2025-04-12 00:00:00+00:00,69.5,68,71,114,Khora,2025-04-12,00:00:00,70.21428571428571
2025-04-13 00:00:00+00:00,70.0,68,72,116,Khora,2025-04-13,00:00:00,70.21428571428571
2025-04-14 00:00:00+00:00,68.5,62,75,91,Khora,2025-04-14,00:00:00,70.0
2025-04-15 00:00:00+00:00,70.5,63,78,124,Khora,2025-04-15,00:00:00,69.78571428571429
2025-04-16 00:00:00+00:00,70.0,62,78,125,Khora,2025-04-16,00:00:00,69.78571428571429
2025-04-17 00:00:00+00:00,73.5,69,78,115,Khora,2025-04-17,00:00:00,70.28571428571429
2025-04-18 00:00:00+00:00,71.0,67,75,128,Khora,2025-04-18,00:00:00,70.42857142857143
2025-04-19 00:00:00+00:00,70.5,69,72,104,Khora,2025-04-19,00:00:00,70.57142857142857
2025-04-20 00:00:00+00:00,70.0,65,75,133,Khora,2025-04-20,00:00:00,70.57142857142857
2025-04-21 00:00:00+00:00,70.0,60,80,120,Khora,2025-04-21,00:00:00,70.78571428571429
2025-04-22 00:00:00+00:00,70.0,62,78,113,Khora,2025-04-22,00:00:00,70.71428571428571
2025-04-23 00:00:00+00:00,72.5,65,80,118,Khora,2025-04-23,00:00:00,71.07142857142857
2025-04-24 00:00:00+00:00,73.5,72,75,69,Khora,2025-04-24,00:00:00,71.07142857142857
2025-04-25 00:00:00+00:00,73.5,72,75,97,Khora,2025-04-25,00:00:00,71.42857142857143
2025-04-26 00:00:00+00:00,73.5,72,75,85,Khora,2025-04-26,00:00:00,71.85714285714286
2025-04-27 00:00:00+00:00,73.5,72,75,111,Khora,2025-04-27,00:00:00,72.35714285714286
2025-04-28 00:00:00+00:00,73.5,72,75,79,Khora,2025-04-28,00:00:00,72.85714285714286
2025-04-29 00:00:00+00:00,75.0,70,80,91,Khora,2025-04-29,00:00:00,73.57142857142857
2025-04-30 00:00:00+00:00,74.0,70,78,77,Khora,2025-04-30,00:00:00,73.78571428571429
2025-05-01 00:00:00+00:00,74.0,68,80,137,Khora,2025-05-01,00:00:00,73.85714285714286
2025-05-02 00:00:00+00:00,73.5,72,75,62,Khora,2025-05-02,00:00:00,73.85714285714286
2025-05-03 00:00:00+00:00,73.5,72,75,86,Khora,2025-05-03,00:00:00,73.85714285714286
2025-05-04 00:00:00+00:00,73.5,72,75,89,Khora,2025-05-04,00:00:00,73.85714285714286
2025-05-05 00:00:00+00:00,74.0,69,79,96,Khora,2025-05-05,00:00:00,73.92857142857143
2025-05-06 00:00:00+00:00,73.5,72,75,65,Khora,2025-05-06,00:00:00,73.71428571428571
2025-05-07 00:00:00+00:00,74.5,73,76,63,Khora,2025-05-07,00:00:00,73.78571428571429
2025-05-08 00:00:00+00:00,70.0,60,80,99,Khora,2025-05-08,00:00:00,73.21428571428571
2025-05-09 00:00:00+00:00,75.0,70,80,90,Khora,2025-05-09,00:00:00,73.42857142857143
2025-05-10 00:00:00+00:00,75.0,70,80,104,Khora,2025-05-10,00:00:00,73.64285714285714
2025-05-11 00:00:00+00:00,70.0,60,80,137,Khora,2025-05-11,00:00:00,73.14285714285714
2025-05-12 00:00:00+00:00,75.0,70,80,105,Khora,2025-05-12,00:00:00,73.28571428571429
2025-05-13 00:00:00+00:00,74.0,70,78,83,Khora,2025-05-13,00:00:00,73.35714285714286
2025-05-14 00:00:00+00:00,72.5,65,80,125,Khora,2025-05-14,00:00:00,73.07142857142857
2025-05-15 00:00:00+00:00,73.5,67,80,123,Khora,2025-05-15,00:00:00,73.57142857142857
2025-05-16 00:00:00+00:00,73.0,66,80,97,Khora,2025-05-16,00:00:00,73.28571428571429
2025-05-17 00:00:00+00:00,73.0,68,78,143,Khora,2025-05-17,00:00:00,73.0
2025-05-18 00:00:00+00:00,70.0,60,80,144,Khora,2025-05-18,00:00:00,73.0
2025-05-19 00:00:00+00:00,75.0,70,80,129,Khora,2025-05-19,00:00:00,73.0
2025-05-20 00:00:00+00:00,71.5,63,80,105,Khora,2025-05-20,00:00:00,72.64285714285714
2025-05-21 00:00:00+00:00,73.5,72,75,55,Khora,2025-05-21,00:00:00,72.78571428571429
2025-05-22 00:00:00+00:00,71.0,67,75,128,Khora,2025-05-22,00:00:00,72.42857142857143
2025-05-23 00:00:00+00:00,72.5,65,80,182,Khora,2025-05-23,00:00:00,72.35714285714286
2025-05-24 00:00:00+00:00,73.5,72,75,112,Khora,2025-05-24,00:00:00,72.42857142857143
2025-05-25 00:00:00+00:00,70.0,65,75,174,Khora,2025-05-25,00:00:00,72.42857142857143
2025-05-26 00:00:00+00:00,72.5,68,77,150,Khora,2025-05-26,00:00:00,72.07142857142857
2025-05-27 00:00:00+00:00,70.0,68,72,74,Khora,2025-05-27,00:00:00,71.85714285714286
2025-05-28 00:00:00+00:00,73.5,72,75,87,Khora,2025-05-28,00:00:00,71.85714285714286
2025-05-29 00:00:00+00:00,75.0,70,80,142,Khora,2025-05-29,00:00:00,72.42857142857143
2025-05-30 00:00:00+00:00,72.5,65,80,174,Khora,2025-05-30,00:00:00,72.42857142857143
2025-05-31 00:00:00+00:00,74.0,69,79,126,Khora,2025-05-31,00:00:00,72.5
2025-06-01 00:00:00+00:00,74.0,72,76,96,Khora,2025-06-01,00:00:00,73.07142857142857
2025-06-02 00:00:00+00:00,70.5,61,80,113,Khora,2025-06-02,00:00:00,72.78571428571429
2025-06-03 00:00:00+00:00,75.5,68,83,101,Khora,2025-06-03,00:00:00,73.57142857142857
2025-06-04 00:00:00+00:00,75.0,70,80,91,Khora,2025-06-04,00:00:00,73.78571428571429
2025-06-05 00:00:00+00:00,74.5,69,80,123,Khora,2025-06-05,00:00:00,73.71428571428571
2025-06-06 00:00:00+00:00,74.5,69,80,139,Khora,2025-06-06,00:00:00,74.0
2025-06-07 00:00:00+00:00,70.5,61,80,157,Khora,2025-06-07,00:00:00,73.5
2025-06-08 00:00:00+00:00,72.5,65,80,151,Khora,2025-06-08,00:00:00,73.28571428571429
2025-06-09 00:00:00+00:00,72.5,65,80,121,Khora,2025-06-09,00:00:00,73.57142857142857
2025-06-10 00:00:00+00:00,72.5,65,80,111,Khora,2025-06-10,00:00:00,73.14285714285714
2025-06-11 00:00:00+00:00,72.5,65,80,124,Khora,2025-06-11,00:00:00,72.78571428571429
2025-06-12 00:00:00+00:00,75.0,70,80,79,Khora,2025-06-12,00:00:00,72.85714285714286
2025-06-13 00:00:00+00:00,75.0,70,80,102,Khora,2025-06-13,00:00:00,72.92857142857143
2025-06-14 00:00:00+00:00,74.0,68,80,120,Khora,2025-06-14,00:00:00,73.42857142857143
2025-06-15 00:00:00+00:00,75.0,70,80,142,Khora,2025-06-15,00:00:00,73.78571428571429
2025-06-16 00:00:00+00:00,73.5,67,80,118,Khora,2025-06-16,00:00:00,73.92857142857143
2025-06-17 00:00:00+00:00,72.5,65,80,103,Khora,2025-06-17,00:00:00,73.92857142857143
2025-06-18 00:00:00+00:00,74.0,68,80,84,Khora,2025-06-18,00:00:00,74.14285714285714
2025-06-19 00:00:00+00:00,76.5,73,80,101,Khora,2025-06-19,00:00:00,74.35714285714286
2025-06-20 00:00:00+00:00,76.5,73,80,101,Khora,2025-06-20,00:00:00,74.57142857142857
2025-06-21 00:00:00+00:00,75.0,70,80,123,Khora,2025-06-21,00:00:00,74.71428571428571
2025-06-22 00:00:00+00:00,73.5,67,80,123,Khora,2025-06-22,00:00:00,74.5
2025-06-23 00:00:00+00:00,76.0,72,80,97,Khora,2025-06-23,00:00:00,74.85714285714286
2025-06-24 00:00:00+00:00,77.0,74,80,85,Khora,2025-06-24,00:00:00,75.5
2025-06-25 00:00:00+00:00,70.5,61,80,107,Khora,2025-06-25,00:00:00,75.0
2025-06-26 00:00:00+00:00,73.0,61,85,113,Khora,2025-06-26,00:00:00,74.5
2025-06-27 00:00:00+00:00,72.5,65,80,102,Khora,2025-06-27,00:00:00,73.92857142857143
2025-06-28 00:00:00+00:00,72.5,65,80,107,Khora,2025-06-28,00:00:00,73.57142857142857
2025-06-29 00:00:00+00:00,72.0,67,77,113,Khora,2025-06-29,00:00:00,73.35714285714286
2025-06-30 00:00:00+00:00,72.5,65,80,104,Khora,2025-06-30,00:00:00,72.85714285714286
2025-07-01 00:00:00+00:00,75.5,74,77,52,Khora,2025-07-01,00:00:00,72.64285714285714
2025-07-02 00:00:00+00:00,73.5,67,80,81,Khora,2025-07-02,00:00:00,73.07142857142857
2025-04-05 00:00:00+00:00,50.0,48,52,228,Lavos,2025-04-05,00:00:00,50.0
2025-04-06 00:00:00+00:00,64.5,29,100,347,Lavos,2025-04-06,00:00:00,57.25
2025-04-07 00:00:00+00:00,50.0,48,52,139,Lavos,2025-04-07,00:00:00,54.833333333333336
2025-04-08 00:00:00+00:00,50.0,45,55,210,Lavos,2025-04-08,00:00:00,53.625
2025-04-09 00:00:00+00:00,50.0,48,52,157,Lavos,2025-04-09,00:00:00,52.9
2025-04-10 00:00:00+00:00,48.5,47,50,206,Lavos,2025-04-10,00:00:00,52.166666666666664
2025-04-11 00:00:00+00:00,48.5,47,50,185,Lavos,2025-04-11,00:00:00,51.642857142857146
2025-04-12 00:00:00+00:00,48.5,47,50,259,Lavos,2025-04-12,00:00:00,51.42857142857143
2025-04-13 00:00:00+00:00,48.5,47,50,275,Lavos,2025-04-13,00:00:00,49.142857142857146
2025-04-14 00:00:00+00:00,44.5,30,59,250,Lavos,2025-04-14,00:00:00,48.357142857142854
2025-04-15 00:00:00+00:00,48.5,47,50,162,Lavos,2025-04-15,00:00:00,48.142857142857146
2025-04-16 00:00:00+00:00,48.5,47,50,177,Lavos,2025-04-16,00:00:00,47.92857142857143
2025-04-17 00:00:00+00:00,44.5,37,52,215,Lavos,2025-04-17,00:00:00,47.357142857142854
2025-04-18 00:00:00+00:00,45.0,43,47,153,Lavos,2025-04-18,00:00:00,46.857142857142854
2025-04-19 00:00:00+00:00,45.0,43,47,165,Lavos,2025-04-19,00:00:00,46.357142857142854
2025-04-20 00:00:00+00:00,45.0,35,55,248,Lavos,2025-04-20,00:00:00,45.857142857142854
2025-04-21 00:00:00+00:00,46.5,43,50,180,Lavos,2025-04-21,00:00:00,46.142857142857146
2025-04-22 00:00:00+00:00,45.0,43,47,113,Lavos,2025-04-22,00:00:00,45.642857142857146
2025-04-23 00:00:00+00:00,44.5,39,50,165,Lavos,2025-04-23,00:00:00,45.07142857142857
2025-04-24 00:00:00+00:00,40.0,32,48,160,Lavos,2025-04-24,00:00:00,44.42857142857143
2025-04-25 00:00:00+00:00,44.0,39,49,155,Lavos,2025-04-25,00:00:00,44.285714285714285
2025-04-26 00:00:00+00:00,40.0,35,45,191,Lavos,2025-04-26,00:00:00,43.57142857142857
2025-04-27 00:00:00+00:00,40.0,35,45,204,Lavos,2025-04-27,00:00:00,42.857142857142854
2025-04-28 00:00:00+00:00,43.0,38,48,148,Lavos,2025-04-28,00:00:00,42.357142857142854
2025-04-29 00:00:00+00:00,40.0,34,46,156,Lavos,2025-04-29,00:00:00,41.642857142857146
2025-04-30 00:00:00+00:00,40.0,35,45,160,Lavos,2025-04-30,00:00:00,41.0
2025-05-01 00:00:00+00:00,40.0,38,42,111,Lavos,2025-05-01,00:00:00,41.0
2025-05-02 00:00:00+00:00,39.0,38,40,101,Lavos,2025-05-02,00:00:00,40.285714285714285
2025-05-03 00:00:00+00:00,62.5,25,100,265,Lavos,2025-05-03,00:00:00,43.5
2025-05-04 00:00:00+00:00,40.0,38,42,158,Lavos,2025-05-04,00:00:00,43.5
2025-05-05 00:00:00+00:00,40.0,38,42,117,Lavos,2025-05-05,00:00:00,43.07142857142857
2025-05-06 00:00:00+00:00,40.0,35,45,161,Lavos,2025-05-06,00:00:00,43.07142857142857
2025-05-07 00:00:00+00:00,40.0,38,42,122,Lavos,2025-05-07,00:00:00,43.07142857142857
2025-05-08 00:00:00+00:00,50.0,20,80,177,Lavos,2025-05-08,00:00:00,44.5
2025-05-09 00:00:00+00:00,40.0,38,42,115,Lavos,2025-05-09,00:00:00,44.642857142857146
2025-05-10 00:00:00+00:00,40.0,38,42,174,Lavos,2025-05-10,00:00:00,41.42857142857143
2025-05-11 00:00:00+00:00,40.0,38,42,217,Lavos,2025-05-11,00:00:00,41.42857142857143
2025-05-12 00:00:00+00:00,40.0,35,45,210,Lavos,2025-05-12,00:00:00,41.42857142857143
2025-05-13 00:00:00+00:00,42.5,35,50,208,Lavos,2025-05-13,00:00:00,41.785714285714285
2025-05-14 00:00:00+00:00,40.0,38,42,128,Lavos,2025-05-14,00:00:00,41.785714285714285
2025-05-15 00:00:00+00:00,41.0,38,44,129,Lavos,2025-05-15,00:00:00,40.5
2025-05-16 00:00:00+00:00,40.0,35,45,182,Lavos,2025-05-16,00:00:00,40.5
2025-05-17 00:00:00+00:00,54.0,28,80,275,Lavos,2025-05-17,00:00:00,42.5
2025-05-18 00:00:00+00:00,40.0,32,48,215,Lavos,2025-05-18,00:00:00,42.5
2025-05-19 00:00:00+00:00,43.0,35,51,204,Lavos,2025-05-19,00:00:00,42.92857142857143
2025-05-20 00:00:00+00:00,40.0,35,45,154,Lavos,2025-05-20,00:00:00,42.57142857142857
2025-05-21 00:00:00+00:00,40.0,38,42,197,Lavos,2025-05-21,00:00:00,42.57142857142857
2025-05-22 00:00:00+00:00,39.5,38,41,219,Lavos,2025-05-22,00:00:00,42.357142857142854
2025-05-23 00:00:00+00:00,36.5,33,40,298,Lavos,2025-05-23,00:00:00,41.857142857142854
2025-05-24 00:00:00+00:00,38.0,33,43,360,Lavos,2025-05-24,00:00:00,39.57142857142857
2025-05-25 00:00:00+00:00,38.5,37,40,252,Lavos,2025-05-25,00:00:00,39.357142857142854
2025-05-26 00:00:00+00:00,38.5,37,40,181,Lavos,2025-05-26,00:00:00,38.714285714285715
2025-05-27 00:00:00+00:00,37.0,34,40,215,Lavos,2025-05-27,00:00:00,38.285714285714285
2025-05-28 00:00:00+00:00,36.5,33,40,219,Lavos,2025-05-28,00:00:00,37.785714285714285
2025-05-29 00:00:00+00:00,35.0,30,40,230,Lavos,2025-05-29,00:00:00,37.142857142857146
2025-05-30 00:00:00+00:00,35.0,30,40,259,Lavos,2025-05-30,00:00:00,36.92857142857143
2025-05-31 00:00:00+00:00,33.0,26,40,248,Lavos,2025-05-31,00:00:00,36.214285714285715
2025-06-01 00:00:00+00:00,35.0,30,40,234,Lavos,2025-06-01,00:00:00,35.714285714285715
2025-06-02 00:00:00+00:00,33.5,27,40,205,Lavos,2025-06-02,00:00:00,35.0
2025-06-03 00:00:00+00:00,34.0,29,39,152,Lavos,2025-06-03,00:00:00,34.57142857142857
2025-06-04 00:00:00+00:00,35.0,33,37,130,Lavos,2025-06-04,00:00:00,34.357142857142854
2025-06-05 00:00:00+00:00,33.5,27,40,183,Lavos,2025-06-05,00:00:00,34.142857142857146
2025-06-06 00:00:00+00:00,35.0,30,40,218,Lavos,2025-06-06,00:00:00,34.142857142857146
2025-06-07 00:00:00+00:00,35.0,33,37,130,Lavos,2025-06-07,00:00:00,34.42857142857143
2025-06-08 00:00:00+00:00,33.5,27,40,247,Lavos,2025-06-08,00:00:00,34.214285714285715
2025-06-09 00:00:00+00:00,31.5,23,40,195,Lavos,2025-06-09,00:00:00,33.92857142857143
2025-06-10 00:00:00+00:00,32.5,28,37,180,Lavos,2025-06-10,00:00:00,33.714285714285715
2025-06-11 00:00:00+00:00,32.5,28,37,190,Lavos,2025-06-11,00:00:00,33.357142857142854
2025-06-12 00:00:00+00:00,30.0,22,38,182,Lavos,2025-06-12,00:00:00,32.857142857142854
2025-06-13 00:00:00+00:00,31.0,22,40,201,Lavos,2025-06-13,00:00:00,32.285714285714285
2025-06-14 00:00:00+00:00,30.0,25,35,232,Lavos,2025-06-14,00:00:00,31.571428571428573
2025-06-15 00:00:00+00:00,33.5,32,35,141,Lavos,2025-06-15,00:00:00,31.571428571428573
2025-06-16 00:00:00+00:00,35.0,33,37,117,Lavos,2025-06-16,00:00:00,32.07142857142857
2025-06-17 00:00:00+00:00,34.0,28,40,144,Lavos,2025-06-17,00:00:00,32.285714285714285
2025-06-18 00:00:00+00:00,30.0,28,32,103,Lavos,2025-06-18,00:00:00,31.928571428571427
2025-06-19 00:00:00+00:00,32.5,26,39,171,Lavos,2025-06-19,00:00:00,32.285714285714285
2025-06-20 00:00:00+00:00,29.0,22,36,169,Lavos,2025-06-20,00:00:00,32.0
2025-06-21 00:00:00+00:00,33.5,32,35,127,Lavos,2025-06-21,00:00:00,32.5
2025-06-22 00:00:00+00:00,31.0,23,39,225,Lavos,2025-06-22,00:00:00,32.142857142857146
2025-06-23 00:00:00+00:00,31.5,23,40,168,Lavos,2025-06-23,00:00:00,31.642857142857142
2025-06-24 00:00:00+00:00,30.0,28,32,96,Lavos,2025-06-24,00:00:00,31.071428571428573
2025-06-25 00:00:00+00:00,30.0,28,32,95,Lavos,2025-06-25,00:00:00,31.071428571428573
2025-06-26 00:00:00+00:00,30.0,25,35,163,Lavos,2025-06-26,00:00:00,30.714285714285715
2025-06-27 00:00:00+00:00,30.5,23,38,186,Lavos,2025-06-27,00:00:00,30.928571428571427
2025-06-28 00:00:00+00:00,35.0,25,45,259,Lavos,2025-06-28,00:00:00,31.142857142857142
2025-06-29 00:00:00+00:00,32.5,25,40,247,Lavos,2025-06-29,00:00:00,31.357142857142858
2025-06-30 00:00:00+00:00,33.5,27,40,186,Lavos,2025-06-30,00:00:00,31.642857142857142
2025-07-01 00:00:00+00:00,35.0,33,37,107,Lavos,2025-07-01,00:00:00,32.357142857142854
2025-07-02 00:00:00+00:00,35.0,33,37,114,Lavos,2025-07-02,00:00:00,33.07142857142857
2025-04-05 00:00:00+00:00,92.5,65,120,41,Loki,2025-04-05,00:00:00,92.5
2025-04-06 00:00:00+00:00,80.0,75,85,28,Loki,2025-04-06,00:00:00,86.25
2025-04-07 00:00:00+00:00,81.5,78,85,20,Loki,2025-04-07,00:00:00,84.66666666666667
2025-04-08 00:00:00+00:00,80.0,75,85,25,Loki,2025-04-08,00:00:00,83.5
2025-04-09 00:00:00+00:00,80.0,75,85,22,Loki,2025-04-09,00:00:00,82.8
2025-04-10 00:00:00+00:00,80.0,75,85,33,Loki,2025-04-10,00:00:00,82.33333333333333
2025-04-11 00:00:00+00:00,78.5,75,82,14,Loki,2025-04-11,00:00:00,81.78571428571429
2025-04-12 00:00:00+00:00,77.5,70,85,30,Loki,2025-04-12,00:00:00,79.64285714285714
2025-04-13 00:00:00+00:00,80.0,70,90,46,Loki,2025-04-13,00:00:00,79.64285714285714
2025-04-14 00:00:00+00:00,79.5,79,80,30,Loki,2025-04-14,00:00:00,79.35714285714286
2025-04-15 00:00:00+00:00,79.5,79,80,22,Loki,2025-04-15,00:00:00,79.28571428571429
2025-04-16 00:00:00+00:00,79.0,78,80,28,Loki,2025-04-16,00:00:00,79.14285714285714
2025-04-17 00:00:00+00:00,79.0,78,80,18,Loki,2025-04-17,00:00:00,79.0
2025-04-18 00:00:00+00:00,79.0,78,80,25,Loki,2025-04-18,00:00:00,79.07142857142857
2025-04-19 00:00:00+00:00,79.0,78,80,28,Loki,2025-04-19,00:00:00,79.28571428571429
2025-04-20 00:00:00+00:00,82.5,65,100,38,Loki,2025-04-20,00:00:00,79.64285714285714
2025-04-21 00:00:00+00:00,78.5,77,80,31,Loki,2025-04-21,00:00:00,79.5
2025-04-22 00:00:00+00:00,80.0,70,90,48,Loki,2025-04-22,00:00:00,79.57142857142857
2025-04-23 00:00:00+00:00,79.0,78,80,15,Loki,2025-04-23,00:00:00,79.57142857142857
2025-04-24 00:00:00+00:00,78.5,77,80,22,Loki,2025-04-24,00:00:00,79.5
2025-04-25 00:00:00+00:00,79.0,78,80,19,Loki,2025-04-25,00:00:00,79.5
2025-04-26 00:00:00+00:00,79.0,78,80,17,Loki,2025-04-26,00:00:00,79.5
2025-04-27 00:00:00+00:00,75.0,70,80,36,Loki,2025-04-27,00:00:00,78.42857142857143
2025-04-28 00:00:00+00:00,77.5,75,80,15,Loki,2025-04-28,00:00:00,78.28571428571429
2025-04-29 00:00:00+00:00,77.5,75,80,20,Loki,2025-04-29,00:00:00,77.92857142857143
2025-04-30 00:00:00+00:00,78.5,77,80,30,Loki,2025-04-30,00:00:00,77.85714285714286
2025-05-01 00:00:00+00:00,77.5,75,80,22,Loki,2025-05-01,00:00:00,77.71428571428571
2025-05-02 00:00:00+00:00,78.0,77,79,21,Loki,2025-05-02,00:00:00,77.57142857142857
2025-05-03 00:00:00+00:00,78.5,77,80,29,Loki,2025-05-03,00:00:00,77.5
2025-05-04 00:00:00+00:00,78.5,77,80,32,Loki,2025-05-04,00:00:00,78.0
2025-05-05 00:00:00+00:00,78.5,78,79,12,Loki,2025-05-05,00:00:00,78.14285714285714
2025-05-06 00:00:00+00:00,77.0,74,80,29,Loki,2025-05-06,00:00:00,78.07142857142857
2025-05-07 00:00:00+00:00,77.5,75,80,20,Loki,2025-05-07,00:00:00,77.92857142857143
2025-05-08 00:00:00+00:00,78.0,76,80,25,Loki,2025-05-08,00:00:00,78.0
2025-05-09 00:00:00+00:00,79.0,78,80,35,Loki,2025-05-09,00:00:00,78.14285714285714
2025-05-10 00:00:00+00:00,79.5,79,80,29,Loki,2025-05-10,00:00:00,78.28571428571429
2025-05-11 00:00:00+00:00,77.5,75,80,44,Loki,2025-05-11,00:00:00,78.14285714285714
2025-05-12 00:00:00+00:00,78.5,77,80,25,Loki,2025-05-12,00:00:00,78.14285714285714
2025-05-13 00:00:00+00:00,79.0,78,80,20,Loki,2025-05-13,00:00:00,78.42857142857143
2025-05-14 00:00:00+00:00,79.0,78,80,23,Loki,2025-05-14,00:00:00,78.64285714285714
2025-05-15 00:00:00+00:00,79.0,78,80,32,Loki,2025-05-15,00:00:00,78.78571428571429
2025-05-16 00:00:00+00:00,79.0,78,80,18,Loki,2025-05-16,00:00:00,78.78571428571429
2025-05-17 00:00:00+00:00,79.0,78,80,20,Loki,2025-05-17,00:00:00,78.71428571428571
2025-05-18 00:00:00+00:00,79.0,78,80,35,Loki,2025-05-18,00:00:00,78.92857142857143
2025-05-19 00:00:00+00:00,85.0,70,100,30,Loki,2025-05-19,00:00:00,79.85714285714286
2025-05-20 00:00:00+00:00,79.5,78,81,23,Loki,2025-05-20,00:00:00,79.92857142857143
2025-05-21 00:00:00+00:00,78.5,77,80,16,Loki,2025-05-21,00:00:00,79.85714285714286
2025-05-22 00:00:00+00:00,78.5,77,80,37,Loki,2025-05-22,00:00:00,79.78571428571429
2025-05-23 00:00:00+00:00,80.0,78,82,43,Loki,2025-05-23,00:00:00,79.92857142857143
2025-05-24 00:00:00+00:00,96.5,68,125,53,Loki,2025-05-24,00:00:00,82.42857142857143
2025-05-25 00:00:00+00:00,79.0,78,80,34,Loki,2025-05-25,00:00:00,82.42857142857143
2025-05-26 00:00:00+00:00,79.5,78,81,22,Loki,2025-05-26,00:00:00,81.64285714285714
2025-05-27 00:00:00+00:00,79.0,78,80,23,Loki,2025-05-27,00:00:00,81.57142857142857
2025-05-28 00:00:00+00:00,78.5,77,80,19,Loki,2025-05-28,00:00:00,81.57142857142857
2025-05-29 00:00:00+00:00,78.5,77,80,27,Loki,2025-05-29,00:00:00,81.57142857142857
2025-05-30 00:00:00+00:00,79.0,78,80,12,Loki,2025-05-30,00:00:00,81.42857142857143
2025-05-31 00:00:00+00:00,78.5,77,80,24,Loki,2025-05-31,00:00:00,78.85714285714286
2025-06-01 00:00:00+00:00,95.0,70,120,34,Loki,2025-06-01,00:00:00,81.14285714285714
2025-06-02 00:00:00+00:00,77.5,75,80,20,Loki,2025-06-02,00:00:00,80.85714285714286
2025-06-03 00:00:00+00:00,79.0,73,85,27,Loki,2025-06-03,00:00:00,80.85714285714286
2025-06-04 00:00:00+00:00,79.5,79,80,14,Loki,2025-06-04,00:00:00,81.0
2025-06-05 00:00:00+00:00,90.0,60,120,44,Loki,2025-06-05,00:00:00,82.64285714285714
2025-06-06 00:00:00+00:00,85.5,71,100,39,Loki,2025-06-06,00:00:00,83.57142857142857
2025-06-07 00:00:00+00:00,90.0,60,120,34,Loki,2025-06-07,00:00:00,85.21428571428571
2025-06-08 00:00:00+00:00,76.0,72,80,35,Loki,2025-06-08,00:00:00,82.5
2025-06-09 00:00:00+00:00,79.5,79,80,18,Loki,2025-06-09,00:00:00,82.78571428571429
2025-06-10 00:00:00+00:00,87.5,65,110,31,Loki,2025-06-10,00:00:00,84.0
2025-06-11 00:00:00+00:00,79.0,78,80,14,Loki,2025-06-11,00:00:00,83.92857142857143
